fish,stage,day,mean_y,median_y,std_y,mean_μ_μ_y,median_μ_μ_y,mean_μ_μ_hdi_3,median_μ_μ_hdi_3,mean_μ_μ_hdi_97,median_μ_μ_hdi_97,mean_σ_μ_y,median_σ_μ_y,mean_σ_μ_hdi_3,median_σ_μ_hdi_3,mean_σ_μ_hdi_97,median_σ_μ_hdi_97,mean_ppc_y,median_ppc_y,mean_ppc_hdi_3,median_ppc_hdi_3,mean_ppc_hdi_97,median_ppc_hdi_97,plotday,μ_hdi_3_gamma_medians,μ_hdi_97_gamma_medians,μ_hdi_3_gamma_means,μ_hdi_97_gamma_means,y_gamma_means,y_gamma_medians
10,ReRotation,12.0,3.737471005833333,3.5894287865,1.0808465265294163,3.5621666666666663,3.574,3.144,3.162,4.0125,4.023,1.735666666666667,1.743,1.4131666666666665,1.424,2.0995,2.105,4.271833333333333,4.2835,1.2903333333333333,1.2189999999999999,7.567666666666667,7.526,62,3.52818133117328,4.626506861461236,3.506870118280297,4.614428806588374,3.93126844350212,3.7901226914698283
10,ReRotation,13.0,3.5807254828333335,3.7821443995,0.7086399037885183,3.4921666666666664,3.503,3.0453333333333332,3.054,3.9585000000000004,3.96,1.6921666666666668,1.699,1.349,1.359,2.0675000000000003,2.072,4.181666666666667,4.2105,1.286,1.3085,7.405666666666666,7.4585,63,3.400334915613579,4.554038532285956,3.3879427666568627,4.550504323356331,3.6709186583367863,3.8678380406442914
10,ReRotation,14.0,3.5068356088333332,2.9192906929999998,1.4001640282797208,3.4281666666666673,3.438,2.9819999999999998,3.002,3.9393333333333334,3.951,1.652,1.658,1.2911666666666666,1.299,2.042333333333333,2.045,4.1033333333333335,4.119,1.2368333333333332,1.2454999999999998,7.187166666666666,7.172499999999999,64,3.326091919736683,4.532857438100343,3.3042938876119567,4.521107286491414,3.8350432234968825,3.2965174890571904
10,ReRotation,15.0,4.0741650116,2.893217105,2.3678408118144914,3.379,3.379,2.882,2.882,3.8809999999999993,3.881,1.6220000000000003,1.622,1.252,1.252,2.029,2.029,4.0302,4.035,1.2864,1.254,7.1226,7.04,65,3.1953058192129693,4.462376924089264,3.1953058192129693,4.462376924089264,4.803325524427167,3.787870236201265
10,ReWashout,1.0,2.6691271283333333,2.369964142,0.7695243409983947,2.942,2.942,1.995,1.995,3.792,3.792,2.163,2.163,1.279,1.279,3.233,3.233,4.095166666666667,4.0875,0.5536666666666666,0.5734999999999999,8.195333333333332,8.1915,66,2.414525439280496,5.040087256401828,2.414525439280496,5.040087256401828,2.806736108610793,2.5223322721475263
10,ReWashout,2.0,4.255019176,2.5736447824999997,2.9369958217621375,2.891,2.891,2.244,2.244,3.5909999999999997,3.591,1.882,1.882,1.256,1.256,2.595,2.595,3.8605,3.8594999999999997,0.7256666666666667,0.7115,7.498833333333334,7.508,67,2.621167378743287,4.505865727502475,2.621167378743287,4.505865727502477,5.262870695089824,3.872194220327151
10,ReWashout,3.0,2.505531802666667,2.5103463675,0.13270972063849798,2.85,2.85,2.363,2.363,3.3800000000000003,3.38,1.6580000000000001,1.658,1.206,1.206,2.149,2.149,3.64,3.6405000000000003,0.8533333333333334,0.8745,6.884333333333333,6.868,68,2.702753986188807,4.081234300715636,2.702753986188807,4.081234300715633,2.5102052453566337,2.5150108953049486
10,ReWashout,4.0,4.233726081333334,4.336702196,1.5822051082501358,2.8160000000000003,2.816,2.438,2.438,3.2389999999999994,3.239,1.478,1.478,1.141,1.141,1.835,1.835,3.4516666666666667,3.4515000000000002,0.9605,0.9655,6.288166666666666,6.2935,69,2.7399242738368077,3.7945454339951796,2.7399242738368077,3.7945454339951796,4.585556815356038,4.681750750628442
10,ReWashout,5.0,4.424729698833334,4.1794151755,1.7871912810145252,2.789,2.789,2.463,2.463,3.1169999999999995,3.117,1.332,1.332,1.039,1.039,1.599,1.599,3.3331666666666666,3.3230000000000004,1.0071666666666668,0.992,5.8084999999999996,5.7905,70,2.71721525127839,3.569107079111244,2.71721525127839,3.5691070791112427,4.847482523509355,4.621287216715168
10,ReWashout,6.0,3.1850660423333337,2.6787728935,1.452164943528096,2.766,2.766,2.463,2.463,3.063,3.063,1.212,1.212,0.9419999999999998,0.942,1.484,1.484,3.2321666666666666,3.2355,1.1051666666666666,1.0825,5.504833333333334,5.505000000000001,71,2.676399346049974,3.4657620277100905,2.6763993460499735,3.4657620277100905,3.5619473199145415,3.1054542353727452
10,ReWashout,7.0,3.263568221,2.6740325765,1.4844996776136175,2.747,2.747,2.433,2.433,3.0430000000000006,3.043,1.113,1.113,0.827,0.827,1.4080000000000001,1.408,3.1525,3.1465,1.1851666666666667,1.177,5.254166666666666,5.242,72,2.603150242319377,3.412448401898655,2.603150242319377,3.412448401898655,3.6481729461300247,3.1173553063334505
10,ReWashout,8.0,3.0991151443333336,2.6350559745,0.974460533971683,2.731,2.731,2.401,2.401,3.055,3.055,1.031,1.031,0.73,0.73,1.354,1.354,3.092166666666667,3.0940000000000003,1.2858333333333334,1.2875,5.100666666666666,5.1025,73,2.5376774608438764,3.399017105391177,2.5376774608438764,3.399017105391177,3.2868802714988807,2.8499111158564983
10,ReWashout,9.0,2.6834934058333335,2.4895907755,0.6439009299556095,2.717,2.717,2.379,2.379,3.081,3.081,0.9620000000000001,0.962,0.638,0.638,1.31,1.31,3.028,3.027,1.257,1.227,4.890666666666667,4.8675,74,2.486069749903151,3.403475165538041,2.486069749903151,3.403475165538041,2.7813159493283166,2.594229112568598
10,ReWashout,10.0,2.4667267883333333,2.469962991,0.3042543118210724,2.706,2.706,2.298,2.298,3.063,3.063,0.904,0.904,0.572,0.572,1.287,1.287,2.9971666666666668,2.9975,1.3366666666666667,1.3345,4.7915,4.779,75,2.387819869093748,3.376933642448272,2.387819869093748,3.376933642448272,2.491386664368064,2.4945914680243204
12,Baseline,1.0,6.0761522580000005,4.226450246500001,3.83836709368043,5.827000000000001,5.827,4.963,4.963,6.736,6.736,4.917,4.917,3.974,3.974,5.967,5.967,8.6415,8.6415,1.1041666666666667,1.097,17.7765,17.8205,1,6.446994963559872,9.085006649416547,6.446994963559872,9.085006649416547,7.323563461450993,5.75639209859787
12,Baseline,2.0,10.072826014666667,10.38840184,0.9817189962944082,5.763000000000001,5.763,4.927,4.927,6.61,6.61,4.797,4.797,3.936,3.936,5.781,5.781,8.437333333333333,8.44,0.9834999999999999,0.9215,17.100333333333335,17.287,2,6.394952005164075,8.871104853858279,6.394952005164075,8.871104853858279,10.136035814606608,10.449724377541736
12,Baseline,3.0,7.511457104666666,5.774135079000001,6.394012472311655,5.702000000000001,5.702,4.902,4.902,6.511,6.511,4.682,4.682,3.834,3.834,5.54,5.54,8.404166666666667,8.401,1.0210000000000001,1.0275,17.196833333333334,17.145,3,6.3154717050164635,8.647462700711698,6.3154717050164635,8.647462700711698,9.977815152410594,8.565693006403547
12,Baseline,4.0,10.832952551833335,12.307706119999999,4.0062888448651846,5.644000000000001,5.644,4.859,4.859,6.403,6.403,4.573,4.573,3.799,3.799,5.372,5.372,8.190833333333332,8.1735,1.0405,1.061,16.419,16.3695,4,6.259290813041419,8.459537142757208,6.259290813041419,8.459537142757208,11.716318715582599,13.10263507279282
12,Baseline,5.0,10.994708512499999,13.479603145,5.100511927797122,5.5793333333333335,5.588,4.866499999999999,4.875,6.3406666666666665,6.359,4.4526666666666666,4.469,3.722,3.722,5.167333333333333,5.185,8.040833333333333,8.0625,0.964,0.9584999999999999,16.09583333333333,16.076999999999998,5,6.228940005128909,8.314197220933561,6.22176131425235,8.288654226641913,12.335624770690796,14.625191265471491
12,Baseline,6.0,7.284030598499999,7.695627645,1.2746306598263737,5.5275,5.536,4.8180000000000005,4.824,6.2345,6.249,4.355333333333333,4.371,3.7118333333333333,3.722,5.0515,5.079,7.902333333333334,7.8805,1.048,1.048,15.806333333333335,15.7965,6,6.185898559526526,8.16094293561776,6.175054123369707,8.13292544677958,7.428559501397394,7.832816720471207
12,Baseline,7.0,10.329827675833334,11.18783711,4.418527799471016,5.477,5.485,4.787166666666667,4.788,6.1531666666666665,6.162,4.262166666666666,4.277,3.653166666666667,3.661,4.892333333333333,4.914,7.852,7.869,1.0728333333333333,1.0095,15.609833333333334,15.6845,7,6.120854318841939,7.9929651199246825,6.115706614899303,7.973104632060034,11.422530263860931,12.214700688542587
12,Baseline,8.0,9.552652625666667,6.4724284075,6.605049370270646,5.4295,5.437,4.7765,4.783,6.096666666666667,6.109,4.1738333333333335,4.188,3.6024999999999996,3.614,4.762333333333333,4.784,7.579833333333333,7.5655,0.9553333333333333,0.976,15.083,15.0835,8,6.090006658508578,7.873917434135668,6.078006795713189,7.85115812566703,11.82156239469708,9.254625027827913
12,Baseline,9.0,10.233337281666666,9.728703707000001,4.3729595567474435,5.384666666666667,5.392,4.741833333333333,4.744,6.0285,6.035,4.0895,4.103,3.5371666666666663,3.545,4.638833333333333,4.654,7.556,7.5565,1.1733333333333333,1.1945000000000001,14.972999999999999,14.99,9,6.018040871207086,7.737443078608179,6.011792825871154,7.72333370633104,11.313957119418816,10.851602247645706
12,Baseline,10.0,6.389896139666667,4.8060536655,4.0740764460811665,5.341166666666666,5.348,4.7215,4.731,5.981833333333334,5.996,4.009166666666666,4.022,3.489666666666667,3.498,4.549666666666666,4.563,7.466833333333334,7.478,1.1631666666666667,1.1505,14.744333333333332,14.7315,10,5.98058300340389,7.652847177936714,5.9678389185699565,7.633319777998415,7.721634756164226,6.374149217451622
12,Baseline,11.0,6.229111698333334,5.3387683599999995,3.228194078305273,5.300333333333334,5.307,4.666166666666666,4.674,5.900166666666666,5.911,3.932833333333333,3.945,3.4305,3.448,4.462833333333333,4.483,7.377166666666667,7.385,1.1304999999999998,1.1,14.557833333333335,14.589,11,5.904119882452484,7.5356867239228595,5.887653956550267,7.515114585811487,7.148433529836629,6.358970189455347
12,Baseline,12.0,10.1779473075,10.961177506,5.152574720763468,5.260833333333333,5.267,4.6226666666666665,4.627,5.838666666666666,5.846,3.860333333333333,3.872,3.3413333333333335,3.343,4.359333333333333,4.362,7.251833333333334,7.221500000000001,1.1971666666666667,1.2445,14.2795,14.323,12,5.805438767006595,7.412342775643589,5.800817386652884,7.404624112972991,11.621207468226874,12.329056982185023
12,Baseline,13.0,7.945963555,6.908147962999999,4.404223475285289,5.224,5.23,4.5995,4.601,5.797666666666667,5.802,3.7910000000000004,3.802,3.316666666666667,3.333,4.329,4.346,7.2165,7.223,1.2461666666666666,1.2469999999999999,14.207833333333333,14.2315,13,5.777712320573964,7.366035814238195,5.767335257814856,7.352784597219666,9.259798054570698,8.347747902122496
12,Baseline,14.0,7.044793751333334,6.127729505,4.342199301921999,5.188166666666667,5.194,4.5874999999999995,4.592,5.7695,5.776,3.7255000000000003,3.736,3.222,3.235,4.233833333333333,4.244,7.148333333333333,7.1345,1.1556666666666666,1.1885,14.075666666666669,14.0415,14,5.7156528219487885,7.28665077147472,5.704627077669651,7.275431682403288,8.434077342249703,7.641155442969914
12,Baseline,15.0,3.8210011996666666,4.034241588,0.48814173266234506,5.1535,5.159,4.563833333333334,4.565,5.735499999999999,5.737,3.6630000000000003,3.673,3.1425,3.157,4.173166666666666,4.183,7.066166666666667,7.051,1.1798333333333333,1.1655,13.8135,13.849499999999999,15,5.649587253470938,7.219355707176977,5.640638303857956,7.212586769194387,3.861937398426557,4.07307445930126
12,Baseline,16.0,7.4926427,5.6908321829999995,4.803528227054123,5.120833333333334,5.126,4.5521666666666665,4.558,5.7225,5.728,3.6033333333333335,3.613,3.0615,3.07,4.121666666666666,4.124,7.0183333333333335,7.042,1.2088333333333334,1.1955,13.585166666666666,13.58,16,5.596073328704981,7.178794255980653,5.586428996022589,7.172806155447494,9.068245169850494,7.535579758139423
12,Baseline,17.0,5.343280097166667,5.0244819414999995,1.5877968375117464,5.09,5.095,4.517833333333333,4.523,5.690833333333334,5.695,3.546,3.555,3.0085,3.019,4.106000000000001,4.11,6.897666666666667,6.891500000000001,1.297,1.302,13.512333333333332,13.535,17,5.538228290978964,7.142867495782119,5.528085947426663,7.1370886642132785,5.634758076591353,5.3317354968922235
12,Baseline,18.0,4.237356144833334,4.262483433,1.5395249613329522,5.060333333333333,5.065,4.487666666666667,4.492,5.6665,5.67,3.4921666666666664,3.501,2.943,2.956,4.080666666666667,4.086,6.870166666666667,6.868,1.4085,1.3940000000000001,13.434833333333332,13.3945,18,5.477425466826904,7.108195194953577,5.46668025187389,7.102243195059158,4.571959234633896,4.59547764000443
12,Baseline,19.0,9.416162617,5.554742965,6.936582020116232,5.032333333333333,5.037,4.460833333333333,4.466,5.645666666666667,5.649,3.439833333333333,3.448,2.8666666666666667,2.878,4.0488333333333335,4.054,6.831666666666667,6.829000000000001,1.1803333333333332,1.2055,13.215000000000002,13.2275,19,5.413064206412258,7.072488760923301,5.402529048414705,7.066773805374041,11.888901244039898,8.73406249293631
12,Baseline,20.0,6.666632088833333,6.2983974245,2.2269056354857355,5.004666666666667,5.009,4.429333333333333,4.435,5.627,5.629,3.391,3.399,2.7935,2.81,4.014666666666666,4.023,6.706333333333333,6.682499999999999,1.2233333333333334,1.26,12.933666666666667,12.849,20,5.349924622668726,7.038204511563607,5.336245817521916,7.031873772111707,7.118192627118914,6.771739641295094
12,Baseline,21.0,7.0429452784999995,6.816148248,3.723913988840173,4.978833333333333,4.983,4.386333333333333,4.401,5.605,5.617,3.3435,3.351,2.705,2.711,3.974833333333333,3.973,6.691833333333332,6.704,1.2598333333333334,1.2505000000000002,12.921666666666667,12.9085,21,5.2680460528045465,7.0002545250124975,5.252081987501171,6.991008809367825,8.118415860930883,7.916177392193592
12,Baseline,22.0,4.807341937,3.9013518495,2.824465517577577,4.954166666666667,4.958,4.313166666666667,4.313,5.547833333333333,5.545,3.298833333333333,3.306,2.666166666666667,2.675,3.9821666666666666,3.984,6.616499999999999,6.616,1.3288333333333333,1.367,12.839666666666666,12.7875,22,5.172272919339587,6.944858400078511,5.167775297571406,6.946256425890655,5.683370234614026,4.898178300359615
12,Baseline,23.0,5.776603601666667,4.7278632185000005,3.146146383010149,4.931166666666666,4.935,4.3105,4.314,5.560333333333333,5.562,3.2561666666666667,3.263,2.608833333333333,2.622,3.9659999999999997,3.973,6.553166666666667,6.554,1.2696666666666667,1.291,12.654333333333334,12.734,23,5.14538509350771,6.953257325320748,5.1354575060246255,6.947951341198165,6.703980936696849,5.78388300456667
12,Baseline,24.0,4.5934447435,3.887180729,1.5253092557684251,4.908333333333333,4.912,4.2895,4.293,5.551166666666666,5.552,3.2155,3.222,2.5305,2.543,3.9273333333333333,3.931,6.481333333333333,6.478,1.3198333333333332,1.3045,12.473333333333334,12.5085,24,5.085975670899308,6.921446094991254,5.0764545556380885,6.918705687942142,4.901207340883621,4.239851587598301
12,Baseline,25.0,5.551530544,4.673096779,3.5461723200796134,4.89,4.89,4.272,4.272,5.547,5.547,3.183,3.183,2.468,2.468,3.909,3.909,6.4716,6.486,1.1954,1.11,12.3126,12.31,25,5.028995019493909,6.905010674360072,5.028995019493909,6.905010674360072,6.712066169414003,5.958678299036704
12,Rotation,1.0,6.286281800333334,5.3109553535,2.9163893778874455,5.59,5.59,3.844,3.844,7.214000000000001,7.214,5.89,5.89,4.505,4.505,7.503,7.503,9.398166666666667,9.3955,0.6578333333333334,0.7275,20.397166666666667,20.4585,26,5.857668950832956,10.401535802032818,5.857668950832956,10.401535802032818,7.053024062690121,6.175447583365427
12,Rotation,2.0,8.997720634666667,6.0938076035,6.806714922742795,5.638000000000001,5.638,4.18,4.18,7.013000000000001,7.013,5.695,5.695,4.404,4.404,7.006,7.006,9.182333333333334,9.182500000000001,0.6525,0.6194999999999999,19.399,19.4735,27,6.061736639593582,9.935549630342358,6.061736639593582,9.935549630342358,11.461027015796738,9.076459621282535
12,Rotation,3.0,6.442249813166666,4.659262504,5.379853194987747,5.68,5.68,4.425,4.425,6.918,6.918,5.531,5.531,4.38,4.38,6.736,6.736,9.145,9.148,0.7656666666666667,0.667,19.256666666666664,19.264499999999998,28,6.244346496704986,9.694594992334427,6.244346496704986,9.694594992334427,8.496773171706405,7.049431145867452
12,Rotation,4.0,7.67431677,7.8613803954999995,3.524356064633612,5.715,5.715,4.538,4.538,6.809,6.809,5.388000000000001,5.388,4.35,4.35,6.509,6.509,8.973166666666666,8.9835,0.8325,0.7895000000000001,18.850166666666667,18.855,29,6.31787572009457,9.46878735596206,6.31787572009457,9.46878735596206,8.59393932187718,8.764590482136065
12,Rotation,5.0,7.498922405666666,5.5654034865,5.053906171483562,5.7459999999999996,5.746,4.667,4.667,6.787,6.787,5.26,5.26,4.25,4.25,6.262,6.262,8.869166666666667,8.85,0.9498333333333333,0.8465,18.649,18.721,30,6.363292240572536,9.302459969704882,6.363292240572536,9.302459969704882,9.20845386610066,7.57975700672737
12,Rotation,6.0,4.560382042166666,4.660360068499999,1.224585055128763,5.771,5.771,4.738,4.738,6.755,6.755,5.145,5.145,4.201,4.201,6.074000000000001,6.074,8.749666666666668,8.753499999999999,0.9715000000000001,1.0390000000000001,18.221333333333334,18.273000000000003,31,6.392566373037631,9.164115743694722,6.392566373037631,9.16411574369472,4.766128202325963,4.862188569683033
12,Rotation,7.0,5.305034585833334,5.480472549,1.3498108448611696,5.794,5.794,4.752,4.752,6.722,6.722,5.041,5.041,4.175,4.175,5.954,5.954,8.688333333333334,8.706,0.9348333333333333,0.9065,17.960833333333333,17.9565,32,6.388736193430734,9.065770333126812,6.388736193430734,9.065770333126812,5.5212064513560914,5.690425104938287
12,Rotation,8.0,14.229529511666668,15.099132975,8.504896649438516,5.813,5.813,4.867,4.867,6.827000000000001,6.827,4.946,4.946,4.105,4.105,5.814,5.814,8.619333333333334,8.6385,1.0385,1.026,17.653499999999998,17.565,33,6.44285453711163,9.070154595817485,6.44285453711163,9.070154595817483,16.897150745257473,17.66401509134965
12,Rotation,9.0,9.074772913,8.507109419999999,3.576751265506929,5.830000000000001,5.83,4.86,4.86,6.835,6.835,4.859,4.859,4.066,4.066,5.7459999999999996,5.746,8.584166666666667,8.5775,1.1048333333333333,1.1564999999999999,17.446833333333334,17.461,34,6.4142732175867305,9.03703428185425,6.4142732175867305,9.03703428185425,9.90467894425057,9.3800013938092
12,Rotation,10.0,11.962293989166666,10.803972405,3.577661961134652,5.845,5.845,4.794,4.794,6.812,6.812,4.779,4.779,3.9569999999999994,3.957,5.627,5.627,8.523166666666667,8.49,1.1606666666666665,1.1255,17.2295,17.1795,35,6.295873353637386,8.948590472052942,6.295873353637392,8.948590472052942,12.622720681880487,11.52416467640082
12,Rotation,11.0,7.704690170666666,7.10645742,3.802677381420164,5.857,5.857,4.793,4.793,6.867,6.867,4.705,4.705,3.868,3.868,5.535,5.535,8.508666666666667,8.5125,1.1178333333333335,1.2015,17.199833333333334,17.2745,36,6.24352174287925,8.941296049134895,6.24352174287925,8.941296049134895,8.750663665299633,8.21381612988819
12,Rotation,12.0,12.380578061,12.96900795,6.855795490979897,5.869,5.869,4.763,4.763,6.916,6.916,4.636,4.636,3.807,3.807,5.479,5.479,8.363833333333334,8.3625,0.9776666666666666,0.942,16.665000000000003,16.704500000000003,37,6.183248078746006,8.950164652632655,6.183248078746006,8.950164652632655,14.424449745979619,14.94867063168636
12,Rotation,13.0,7.404043035333333,6.9919460795,3.7259324745090656,5.8790000000000004,5.879,4.764,4.764,6.992999999999999,6.993,4.572,4.572,3.725,3.725,5.416,5.416,8.4185,8.3975,1.0955000000000001,1.1164999999999998,16.7595,16.7045,38,6.137070714886751,8.978911774384278,6.137070714886751,8.978911774384278,8.443258832689091,8.073849335703104
12,Rotation,14.0,9.265935355333333,8.481669528,5.676581515392484,5.887,5.887,4.712,4.712,7.023,7.023,4.513,4.513,3.654,3.654,5.381,5.381,8.335166666666668,8.342500000000001,1.0741666666666667,1.137,16.610166666666668,16.6455,39,6.052766998452977,8.984306661144974,6.052766998452977,8.984306661144974,11.07508076843512,10.393722696810192
12,Rotation,15.0,8.335629659333334,7.858848054,3.914910582768987,5.895,5.895,4.705,4.705,7.091,7.091,4.457,4.457,3.578,3.578,5.346,5.346,8.331166666666666,8.347,1.087,1.0990000000000002,16.337,16.308999999999997,40,6.003672271923931,9.0219631588837,6.003672271923931,9.0219631588837,9.374264575982506,8.942889173437482
12,Washout,1.0,10.687872193666665,10.0687280845,5.0638981889395165,6.046,6.046,3.985,3.985,8.025,8.025,6.480999999999999,6.481,4.625,4.625,8.396,8.396,10.150333333333334,10.1495,0.5525,0.4615,21.791,21.7695,41,6.044128483955921,11.601316496951165,6.044128483955921,11.601316496951165,12.040026748831398,11.480528827424164
12,Washout,2.0,9.122795552166666,8.328245961,5.525909519109815,5.826,5.826,4.108,4.108,7.45,7.45,6.177,6.177,4.651,4.651,7.839000000000001,7.839,9.772333333333334,9.8025,0.5910000000000001,0.583,20.994666666666667,20.893,42,6.1576126457471565,10.797509329474096,6.1576126457471565,10.797509329474096,10.871111339706458,10.179746572096636
12,Washout,3.0,7.739997362666667,7.876595454,3.0197855688526816,5.655,5.655,4.087,4.087,7.047,7.047,5.934,5.934,4.506,4.506,7.385000000000001,7.385,9.350666666666667,9.370000000000001,0.5696666666666667,0.5974999999999999,20.160166666666665,20.1725,43,6.0506145526662545,10.194987909759304,6.0506145526662545,10.194987909759304,8.435043350108687,8.562018805746503
12,Washout,4.0,7.464640465,6.459335649,3.9283879779986783,5.512,5.512,4.146,4.146,6.863,6.863,5.724,5.724,4.385,4.385,7.031,7.031,9.143833333333333,9.148,0.8188333333333334,0.8215,19.721999999999998,19.957,44,6.022796978328837,9.829845385692087,6.022796978328837,9.829845385692087,8.595458207409253,7.705457767629295
12,Washout,5.0,5.9506964049999995,3.7538279274999997,4.877760563869751,5.389,5.389,4.042,4.042,6.614,6.614,5.54,5.54,4.295,4.295,6.797999999999999,6.798,8.855500000000001,8.855,0.5815,0.5965,18.876833333333334,18.9125,45,5.8840508378483545,9.486741023886955,5.8840508378483545,9.486741023886955,7.795226199449752,6.023408635741827
12,Washout,6.0,11.422697956833332,11.1731588905,7.629094869601296,5.282,5.282,4.064,4.064,6.573,6.573,5.376,5.376,4.165,4.165,6.566,6.566,8.619666666666667,8.6465,0.6191666666666666,0.5720000000000001,18.590666666666667,18.485500000000002,46,5.821778856606731,9.311919499611435,5.821778856606731,9.311919499611435,13.989172352351495,13.774194198842896
12,Washout,7.0,7.082593116166667,5.2059135405,4.247924487880995,5.187,5.187,3.916,3.916,6.412,6.412,5.229,5.229,4.037,4.037,6.386,6.386,8.426166666666667,8.415,0.5695,0.6255,17.926666666666666,17.859499999999997,47,5.624277386891304,9.072157073111304,5.624277386891304,9.072157073111304,8.417994033819388,6.8083822796095586
12,Washout,8.0,8.011924651500001,6.604626958500001,5.724950996083623,5.103,5.103,3.876,3.876,6.3790000000000004,6.379,5.096,5.096,3.987,3.987,6.315,6.315,8.278333333333334,8.2765,0.621,0.563,17.491333333333333,17.498,48,5.561454712254754,9.002266666028348,5.561454712254754,9.002266666028348,10.017074194360639,8.833631941010713
12,Washout,9.0,12.674622931333332,14.515667735,6.888110270680239,5.027,5.027,3.764,3.764,6.3069999999999995,6.307,4.976,4.976,3.8540000000000005,3.854,6.205000000000001,6.205,8.141,8.1435,0.663,0.6715,17.3035,17.276,49,5.389850838210947,8.877131839406132,5.389850838210948,8.87713183940613,14.701990120374283,16.357000327966357
12,Washout,10.0,5.480501643166666,4.7169738655,3.124470762339785,4.959,4.959,3.653,3.653,6.252,6.252,4.866,4.866,3.714,3.714,6.099,6.099,7.952333333333333,7.9305,0.5431666666666667,0.524,16.780166666666666,16.814,50,5.214782490454053,8.768244980070762,5.214782490454053,8.768244980070762,6.4304257875682325,5.762765023691598
12,ReRotation,1.0,13.540641525333333,12.030262345,4.142239750511168,7.585,7.585,5.0,5.0,10.708999999999998,10.709,6.773,6.773,4.826,4.826,8.706,8.706,11.584333333333333,11.5685,1.0465,1.0445,23.99116666666667,23.9025,51,6.98109722474886,13.986706412120244,6.98109722474886,13.986706412120245,14.320284778121884,12.891671067258994
12,ReRotation,2.0,8.7683982035,8.178646370500001,2.174150297749363,7.047,7.047,4.998,4.998,9.272,9.272,6.439,6.439,4.817,4.817,8.141,8.141,10.923666666666668,10.924,0.85,0.8265,22.72866666666667,22.766,52,6.974031793992506,12.462510539173692,6.974031793992506,12.462510539173692,9.108617772008476,8.540684782133797
12,ReRotation,3.0,10.032352889333334,8.376078097,5.3517814857201875,6.63,6.63,4.918,4.918,8.406,8.406,6.175,6.175,4.716,4.716,7.654,7.654,10.307333333333334,10.299,0.9261666666666667,0.9079999999999999,21.653666666666666,21.579,53,6.847969581069359,11.460741761713837,6.847969581069359,11.460741761713837,11.587492985887481,10.12780447105544
12,ReRotation,4.0,8.924834699333333,6.782954077,5.863842516946036,6.291999999999999,6.292,4.797,4.797,7.777,7.777,5.954,5.954,4.633,4.633,7.281,7.281,9.938666666666668,9.944500000000001,0.8876666666666667,0.871,20.846166666666665,20.854,54,6.699439433076884,10.722642932043104,6.699439433076884,10.722642932043104,10.877741168493966,9.062914171720184
12,ReRotation,5.0,11.085510504,7.687178389,6.388393729961689,6.012,6.012,4.641,4.641,7.291,7.291,5.764,5.764,4.569,4.569,6.973,6.973,9.515833333333333,9.5095,0.8975,0.8939999999999999,20.0885,20.091,55,6.53408499576735,10.141022491215953,6.53408499576735,10.141022491215953,13.041757193554501,10.120627433778266
12,ReRotation,6.0,7.2921740643333335,6.2337365955,4.788553471665645,5.776,5.776,4.595,4.595,7.0680000000000005,7.068,5.599,5.599,4.504,4.504,6.739,6.739,9.2135,9.238,0.7526666666666667,0.749,19.5745,19.5635,56,6.45735660269669,9.81835421287109,6.45735660269669,9.81835421287109,8.886432939125415,7.981605009569481
12,ReRotation,7.0,7.322661429166666,6.492937680000001,4.792251545633918,5.574000000000001,5.574,4.4,4.4,6.767,6.767,5.453,5.453,4.497,4.497,6.579,6.579,8.926666666666668,8.9195,0.6786666666666666,0.6639999999999999,18.721833333333333,18.7145,57,6.29554440837326,9.476950344574268,6.29554440837326,9.476950344574268,8.914809130350239,8.20313238304058
12,ReRotation,8.0,7.998082155833333,5.0488959645,6.378214752327408,5.400000000000001,5.4,4.318,4.318,6.619,6.619,5.325,5.325,4.423,4.423,6.409,6.409,8.6185,8.619,0.7605,0.7245,18.472333333333335,18.3285,58,6.184223672844742,9.2538776262995,6.184223672844742,9.2538776262995,10.374615752033153,7.985269252160131
12,ReRotation,9.0,4.9614226735,5.0773998885000005,1.4300779081290393,5.248,5.248,4.129,4.129,6.391000000000001,6.391,5.211,5.211,4.274,4.274,6.178999999999999,6.179,8.4595,8.4445,0.6976666666666667,0.6875,17.864,17.8375,59,5.940881140462283,8.929530797878673,5.940881140462283,8.929530797878686,5.217103060085662,5.327976526114784
12,ReRotation,10.0,20.201168865499998,24.18461166,11.576210065513774,5.116,5.116,3.983,3.983,6.227999999999999,6.228,5.109,5.109,4.183,4.183,6.052,6.052,8.294333333333332,8.3025,0.6305,0.614,17.530166666666666,17.588,60,5.767773684902675,8.720298443130234,5.767773684902675,8.720298443130234,23.73275765947346,27.29885144311934
12,ReRotation,11.0,4.944601831833333,4.311023866999999,1.6440240396643542,4.999,4.999,3.797,3.797,6.059,6.059,5.018,5.018,4.069,4.069,5.951,5.951,8.193833333333332,8.2165,0.6276666666666667,0.6479999999999999,17.466166666666666,17.495,61,5.548601741062114,8.521993936998284,5.548601741062114,8.521993936998284,5.276674421115347,4.682595614780712
12,ReRotation,12.0,6.962338365333333,4.499420607999999,6.581712780389167,4.896,4.896,3.746,3.746,6.011,6.011,4.935,4.935,4.042,4.042,5.948,5.948,7.958666666666667,7.95,0.6546666666666666,0.6775,17.0505,16.9685,62,5.491178209567824,8.481295619222404,5.491178209567824,8.481295619222404,9.63752547457282,7.693054509340095
